22555003  09912KK23456936統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000951K0001悠遊卡                                                      2222222222                                                      2343234887                                                      0141000020000000000000000NB
22555003  09912KK12556717統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000952G0001icash                                                       2343299999909090                                                2343299999909090                                                0141400000040000000000000NB
23285582  09912EE12556717萊爾富商總公司                                              23285582  台北市X同XX里XX街X段XX號X樓                                                                         2010/12/19        0000000000751K0001悠遊卡                                                      3273953823                                                      2331669899                                                      0240400000040000000000000NX
16740494  09912VV12556717全聯超商總公司                                              16740494  台北市松山區xx街xx號                                                                                2010/12/05        000000000346BG0001全聯福利卡TEST                                              1631235699                                                      1631235699                                                      0141400000040000000000000NA
22555003  09912KK23456702統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000951K0001悠遊卡                                                      4444444444                                                      2343234567                                                      0141000020000000000000000NX
23285582  09912EE23456702萊爾富商總公司                                              23285582  台北市X同XX里XX街X段XX號X樓                                                                         2010/12/19        000000000075CG0001Hi-Life會員卡                                               MAC0000104811                                                   MAC0000104811                                                   0140000020000000000000000NX
16740494  09912VV23456702全聯超商總公司                                              16740494  台北市松山區xx街xx號                                                                                2010/12/05        000000000346BG0001全聯福利卡TEST                                              1231235678                                                      1231235678                                                      0141000020000000000000000NX
22555003  09912KK23456763統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000952G0001icash                                                       7101060172074736                                                7101060172074736                                                0140000020000000000000000NB
23285582  09912EE23456763萊爾富商總公司                                              23285582  台北市X同XX里XX街X段XX號X樓                                                                         2010/12/19        0000000000751K0001悠遊卡                                                      3273953823                                                      2331669899                                                      0240000020000000000000000YB
16740494  09912VV23456763全聯超商總公司                                              16740494  台北市松山區xx街xx號                                                                                2010/12/05        000000000346BG0001全聯福利卡TEST                                              1631235611                                                      1631235611                                                      0131000020000000000000000NA
22555003  09912KK12566717統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000951K0001悠遊卡                                                      3333333333                                                      1343299999                                                      0141500000010000000000000NB
23285582  09912EE12566717萊爾富商總公司                                              23285582  台北市X同XX里XX街X段XX號X樓                                                                         2010/12/19        000000000075CG0001Hi-Life會員卡                                               MAC0000104711                                                   MAC0000104711                                                   0240500000010000000000000NA
22555003  09912KK12565700統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000952G0001icash                                                       2343299999909090                                                2343299999909090                                                0141600000002000000000000NB
22555003  09912KK12556700統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000952G0001icash                                                       2343299999909090                                                2343299999909090                                                0141600000002000000000000NB
22555003  09912KK12565717統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000952G0001icash                                                       2343299999909090                                                2343299999909090                                                0141600000002000000000000NB
22555003  09912KK12565777統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000952G0001icash                                                       2343299999909090                                                2343299999909090                                                0141600000002000000000000NB
22555003  09912KK12565808統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000952G0001icash                                                       2343299999909090                                                2343299999909090                                                0141600000002000000000000NB
22555003  09912KK23456700統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000951K0001悠遊卡                                                      4444444444                                                      2343234567                                                      0141600000002000000000000NX
22555003  09912KK12566700統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000951K0001悠遊卡                                                      3333333333                                                      1343299999                                                      0141600000002000000000000NB
22555003  09912KK12456700統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000951K0001悠遊卡                                                      3333333333                                                      1343299999                                                      0141600000002000000000000NB
23285582  09912EE12556700萊爾富商總公司                                              23285582  台北市X同XX里XX街X段XX號X樓                                                                         2010/12/19        0000000000751K0001悠遊卡                                                      3273953823                                                      2331669899                                                      0240600000002000000000000NX
23285582  09912EE23456700萊爾富商總公司                                              23285582  台北市X同XX里XX街X段XX號X樓                                                                         2010/12/19        000000000075CG0001Hi-Life會員卡                                               MAC0000104811                                                   MAC0000104811                                                   0140600000002000000000000NX
23285582  09912EE12566700萊爾富商總公司                                              23285582  台北市X同XX里XX街X段XX號X樓                                                                         2010/12/19        000000000075CG0001Hi-Life會員卡                                               MAC0000104711                                                   MAC0000104711                                                   0240600000002000000000000NA
23285582  09912EE12456700萊爾富商總公司                                              23285582  台北市X同XX里XX街X段XX號X樓                                                                         2010/12/19        000000000075CG0001Hi-Life會員卡                                               MAC0000104811                                                   MAC0000104811                                                   0240600000002000000000000NX
16740494  09912VV23456700全聯超商總公司                                              16740494  台北市松山區xx街xx號                                                                                2010/12/05        000000000346BG0001全聯福利卡TEST                                              1231235678                                                      1231235678                                                      0141600000002000000000000NX
16740494  09912VV12556700全聯超商總公司                                              16740494  台北市松山區xx街xx號                                                                                2010/12/05        000000000346BG0001全聯福利卡TEST                                              1631235699                                                      1631235699                                                      0141600000002000000000000NA
22555003  09912KK12565707統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000952G0001icash                                                       2343299999909090                                                2343299999909090                                                0141600000002000000000000NB
22555003  09912KK23456707統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000951K0001悠遊卡                                                      4444444444                                                      2343234567                                                      0141600000002000000000000NX
22555003  09912KK12456707統一超商總公司                                              22555003  台北市xx區xx街xx號                                                                                  2010/12/05        0000000000951K0001悠遊卡                                                      3333333333                                                      1343299999                                                      0141600000002000000000000NB
23285582  09912EE23456707萊爾富商總公司                                              23285582  台北市X同XX里XX街X段XX號X樓                                                                         2010/12/19        000000000075CG0001Hi-Life會員卡                                               MAC0000104811                                                   MAC0000104811                                                   0140600000002000000000000NX
23285582  09912EE12566707萊爾富商總公司                                              23285582  台北市X同XX里XX街X段XX號X樓                                                                         2010/12/19        000000000075CG0001Hi-Life會員卡                                               MAC0000104711                                                   MAC0000104711                                                   0240600000002000000000000NA
16740494  09912VV23456707全聯超商總公司                                              16740494  台北市松山區xx街xx號                                                                                2010/12/05        000000000346BG0001全聯福利卡TEST                                              1231235678                                                      1231235678                                                      0141600000002000000000000NX
16740494  09912VV12456707全聯超商總公司                                              16740494  台北市松山區xx街xx號                                                                                2010/12/05        000000000346BG0001全聯福利卡TEST                                              1231235678                                                      1231235678                                                      0141600000002000000000000NX
F09912000004800000001760820010002061000505
